id,image_ID,complaint_text_tr,complaint_type,is_verifiable
447,e410,Geldi yıkadım bel kısmının tülleri hep böyle tiftik tiftik attı yıkadığım için iadede edemiyorum çöp oldu ürün almayın öyle aman aman bir model de değil,Inferior,Yes
448,e411,2 yerinden yırtık ve lekeli geldi hemen iade edeceğim ,Faulty,Yes
449,e411,astarıda tül gibi bu kadar iç göstereceğini düşünmemiştim,Inferior,No
450,e412,Böyle saygısızlık olmaz.Etegi giyeceğim zaman ütülerken fark ettim her yeri yırtık defolu ürün göndermek nedir.,Faulty,Yes
451,e413,Aşırı kötü ve yırtıkları var özensiz bir gönderim dikkatsiz özensiz hazırlama hiç begenmedim,Faulty,Yes
452,e414,böyle pis bişey hayatımda görmedim resmen giyilmiş kullanılmış ürünü göndermişsiniz eteğin iç astarında kan lekesi var etikete beden markaya ait hiç bişey yok çünkü bu ürün iadeden gelmiş bariz belli astar gibi bişey hiç beğenmedim tavsiye de etmem (tatlı yorumda hak edene yapılır),Refurbished,Yes
453,e415,Kalite ve fiyat olarak çok güzel. Fakat ürünün alt kesiminde hata vardı. Üzülerek iade :(,Faulty,No
454,e416,96 cm boyunda dediniz dalga mı geçiyorsunuz 90 cm etek göndermişsiniz mankenleri başka yerden alıyorsunuz herhalde uzun görünüyor mankende iade,Ill-fitting,Yes
455,e417,etekte leke var ama güzel.,Faulty,Yes
456,e418,Ürün geldi beğendim ama maalesef kumaşın böyle ütü izlerine benzermizler vardı üzülerek iade edicem 🥺,Faulty,Yes
457,e419,etek kısacık geldi anlatıldığı gibi asla deil,Ill-fitting,No
458,e420,Yani kumaş alsam ben bile dikerim hayatımda böyle saçma bi etek görmedim dalga geçer gibi dikişleri falan memnun kalanlara şaşkınım gerçekten olur mu olmaz mı diye denemicem bile perde giysem daha iyi bu ne ya,Faulty,Yes
459,e421,Beli lastiği büzüş büzüş . Birde dibi güzel değil özensiz dikilmiş . ,Faulty,Yes
460,e421,Kumaşı kalın ince değil o yüzden iade 2 yıldz,Inferior,No
461,e422,merhaba iyi günler maalesef ben etek sipariş ettim elbise geldi nasıl böyle karışıklık oluyor anlamıyorum lütfen yardımcı olur musunuz,Incorrect,Yes
462,e423,görselle yorumların gelen ürünle alakası yok ,Disappointing,No
463,e423,bildiğiniz muşamba gibi,Inferior,No
464,e424,Ürün yeni geldi yırtmaç ve fermuar kısmında deforme var iade edicem. Yapısı yumuşak ve hoş bir görünümü var. Hediye için teşekkür ederim,Faulty,Partially
465,e425,Denemek amaçlı üstüme giydiğim ilk dakika da yırtmaç gitti. Dikişleri bile çok kötü,Faulty,Yes
466,e426,aşırı dar kalıp 63 kilo beli kapanmadi,Ill-fitting,No
467,e426,kumasida çok ince iadee,Inferior,No
468,e427,etegin boyu kısa diyenler olmuştu yorumda aksine etek çok uzun geldi terzide kestiricem beli gayet iyi sıkı lastikli,Ill-fitting,No
469,e428,s beden istedim L gondermissiniz dalga mı geçiyorsunuz benimle,Ill-fitting,Yes
470,e429,egenmedim iki tarafı birleştirince biri uzun gelmiş yine de kesmemişler hiçmi görmediniz dikerken çok kalitesiz,Faulty,Yes
471,e430,Çok kötü bir kumaş,Disappointing,No
472,e431,Bu ne ya yırtık pırtık bi etek geldi hiç beğenmedim,Faulty,Yes
473,e432,asırı kötü ve defolu gönderdiler kocam yirtık vardı gönderirken görmemisler sanki o kadar para veriyoruz duzgün gönderin artik su ürünleri,Faulty,Yes
474,e433,Aşırı iç gösteriyor.,Inferior,No
475,e434,Alt kısmı aşırı sünmüş deliklerle dolu saçma sapan bi ürün,Faulty,Yes
476,e435,güzel ama kumaşı kaliteli değil maalesef geri iade,Disappointing,No
477,e436,Ürün kusurlu geldi kesimde ve dikişlerde bariz hatalar var . ,Faulty,Yes
478,e436,Oda yetmez gibi incecik iç gösteriyor yani anlamıyorum yüz lira etmez hatta 15 liraya astar diye alırsınız böyle bir kumaş bile diyemeyecgim durumda Vasatın altı anlam veremediğim bir alış-veriş oldu ve iade.,Inferior,No
479,e437,Defolu ürün göndermişler,Faulty,Yes
480,e438,hiç beğenmedim,Disappointing,No
481,e439,Bir kere giydim de pek beğenmedim ya ,Disappointing,No
482,e439,çok buruşuk kumaşından dolayı ütülemesi de zor oluyor,Inferior,Yes
483,e440,Perde gibi çok iç gösteriyor,Inferior,No
484,e441,Dikişleri kötü ve lekeli gelmişti çok hevesle almıştım,Faulty,Yes
485,e442,rengi koyu geldi,Discolored,Yes
486,e443,Rengi biraz sarımtrak ,Discolored,Yes
487,e443,kaliesi de kötü ama 200 tl ye anca bu kadar oluyor.,Disappointing,No
488,e444,Beklentimin altında geldi maalesef pek beğenmedim,Disappointing,No
489,e445,Etek sipariş ettim korse geldi,Incorrect,Yes
490,e446,Ürün defolu geldi lütfen ürünleri gönderirken dikkatli olunnn,Faulty,Yes
491,e447,Dalga gecer gibi 36 istedigim bedeni 2xl gondermisler,Ill-fitting,Yes
492,e448,Siyah istedim taba rengi geldi. ,Discolored,Yes
493,e448,S beden istedim xs geldi iade ve bu iadenin ücreti bana ait olmayacak sizin iş bilmezliğiniz,Ill-fitting,Yes
494,e449,Etek uçları rastgele kesilmiş Yarısı kısa yarısı uzundu. İade ettim.,Faulty,Yes
495,e450,siyah rengiyle kahve rengini sipariş verdim ama 2 side kahverengi olarak gönderilmiş,Discolored,Yes
496,e451,ürün çok Güzel fakat sökuk geldi terziye gitcek yani,Faulty,Yes
497,e452,istediğim ürünle alakası yok bune biçim sorumsuzluktur ya Trendyol benim için tamamıyla hayal kırıklığı oldu,Incorrect,Yes
498,e453,çok pis kokuyor ve defolu geldi,Faulty,Yes
499,e454,eteğin kumaşı iyi ama kaç beden olduğu yazmıyor bel iki karış anca dar kaç beden olduğunu görseydim direkt yazacaktım ama bu 48 beden değil asla 3 XL böyle olmaz,Ill-fitting,No
500,e455,Ben siyah seçtim yanlış ürün gönderilmiş iade edeceğim,Incorrect,Yes
501,e456,yarısı siyah yarısı lacivert geldi. anneme anneler günü hediyesi almıştım iade ve değişim için zaman kalmadı. kumaşı güzel ama keşke her yeri simsiyah olsaydı. muhtemelen üretim hatası,Faulty,Yes
502,e457,Eteği Ocak ayında aldım. Çok dışarı çıkan biri değilim eteği aldığımdan beri 3 veya 4 kere giydim. ilk giydigimde güzel gibi dursada ikinci giymede tiftiklendi. bir iki defa daha giysem etek üstümde yırtılacak. ilk giydigimde kimsenin hakkına girmemek için iade etmedim ama almak isteyen olursa bunlara dikkat ederek alsın.,Inferior,Yes
503,e458,bana etek yerine tayt göndermissinz,Incorrect,Yes
504,e459,Ürün beden olarak tam oldu ancak hatali geldi hep üzülmüş bir şekilde hatalı geldi,Faulty,Yes
505,e460,ürün harika yalnız defolu geldi iade edip 2 tane almayı düşünüyorum şans vereceğim bu ürüne şans verilir bu fiyata umarım defosuz iki tane bu güzel üründen gönderirler ondan sonra yorumumu güncelleyeceğim,Faulty,Yes
506,e461,Bedeni çok küçük. L beden istedim ama S beden gibi. ,Ill-fitting,No
507,e461,Ayrıca kumaşı çok ince şifon gibi. Günlük kullanım için almıştım ama maalesef iade edeceğim.,Inferior,Yes
508,e462,bu nasil etek ya.görselle hiç alakası yok.yazık yazık.,Disappointing,No
509,e462,bildigin yamuk dikişi,Faulty,Yes
510,e463,Ürün yırtık gönderildi,Faulty,Yes
511,e464,Ürün yırtık geldi.fiyat performansına göre idare eder,Faulty,Yes
512,e465,"Ürün yırtık ve defolu geldi, hiç beklediğim gibi değil",Faulty,Partially
513,e466,"Ürün güzeldi kaliteli fakat rengi çok açık, koyu taba değil o yuzden iade ettim",Discolored,No
514,e467,Etek sipariş ettim fakat pantolon gönderildi.,Incorrect,Yes
515,e468,dalgamı geciyorsun ya insanla siz L beden alıyorum xs gonderiyorsunuz bu ne dikkatsizlik insanı iadeyle ugrastiriyorsunuz işim gücüm bırakıp bide kargoya gidicem iade için evime yakinda değil birdaha asla sizden alışveriş yapmam tavsiye etmiyorum 😡,Ill-fitting,Yes
516,e469,s sipariş ettim L geldi,Ill-fitting,No
517,e470,XS beden sipariş verdim M beden gönderilmiş,Ill-fitting,Yes
518,e471,kırışık bir ürün gönderildi iade ettik,Faulty,Yes
519,e472,"Defolu geldi, hiç mi dikkat etmiyorsunuz, değişim için gönderdim bakalım napacaklar ona göre yorum güncellemesi yapacağım",Faulty,Yes
520,e473,Fotodaki gibi değil beli bi garip bir fermuar kullanılsaymış keşke poşet gibi duruyo,Disappointing,Partially
521,e474,"XL sipariş vermeme rağmen etek boyu 1,5 karıştan daha kısa şaka gibi tenis eteği resmen",Ill-fitting,Yes
522,e475,Etek kısmı aşırı kötü bu nasıl bir kesim makasla kesipmi gönderdiniz anlayamadım aşırı kötü geldi ve kargo çok yavaştı,Faulty,Yes
523,e476,Kumaşı çok güzel çok rahat ama defolu geldi. Yenisini sipariş verdim umarım o sorunsuz gelir,Faulty,Yes
524,e477,Dikişleri çok kötü etek önden 84 cm arkadan 80cm o kadar kötü yani her tarafı yamuk,Faulty,Yes
525,e477,kumaşı naylon poşet gibi,Inferior,Partially
526,e478,Etek göründüğü gibi ama keşke bir beden küçük alsaymışım ,Ill-fitting,No
527,e478,ve lekeli geldi,Faulty,Yes
528,e479,Fermuarlı sıkışmış ürün göndermişsiniz gönderilmeden keşke bi kontrol edilse,Faulty,No
529,e480,40 dedim 42 beden gelmiş ya iade etsem geç gelir ne olacak şimdi bir de terzi parası çıktı 🤨,Ill-fitting,Yes
530,e481,Yollamadan insan kontrol eder dikiş hatalı iade,Faulty,Yes
531,e482,Defolu ürün gönderildi. İade.,Faulty,Yes
532,e483,Daha önce de almıştım ama bu sefer fotoğraftaki renk gelmedi. Daha farklı bir yeşili geldi. Beğenmedim,Discolored,Yes
533,e484,ya ben haki yeşili istedim bana kına yeşili gelmiş şaka mı görselde ki renkle bu bana gelen sizce aynı mı,Discolored,Yes
534,e485,Yeşil rengini sipariş vermeme rağmen siyah geldi,Discolored,Yes
535,e486,Bakıldığı zaman bunun eteğe benzer bi yanı olduğunu görmüyorum. İADE,Incorrect,Yes
536,e487,Ürün yırtık geldi,Faulty,Yes
537,e488,Korkunç derece de kalitesiz olup ,Disappointing,No
538,e488,lekeli ve defolu geldi dikişleri sökülmüş bii çok yerinin hiç önermiyorum,Faulty,Partially
539,e489,İkidir sipariş veriyorum defolu gönderiyorsunuz ütü lekesi mi olmuş sarı bir leke var bir de ön tarafın pilileri yanlış tarafta olmuş ondan iade yenisi söyleyeceğim yine,Faulty,Yes
540,e490,kesinlikle almayın çok kötü geldi yırtık bir şekilde geldi,Faulty,Yes
541,e491,ürün defolu geldi,Faulty,Yes
542,e492,"görselle alakası yok kesimler yamuk olmuş, maalesef iade edeceğim",Faulty,Yes
543,e493,lekeli ürün göndermişsiniz,Faulty,Yes
544,e493, zaten küçük de geldi iade,Ill-fitting,No
545,e494,Sökük geldi,Faulty,Yes
546,e495,Yırtık geldi iade,Faulty,Yes
547,e496,en buyuk bedeni bile small beden gibi. iade ediyorum. gorseldeki urun xl,Ill-fitting,No
548,e497,fiyasko.bildiginiz astar gibi.kumas kalitesi cok zayif mecburen iade,Inferior,No
549,e498,Bildiğin iç eteği etek diye yollamışlar,Inferior,No
550,e499,Aldığım şort etek başka alakasız bi ürün göndermişler direk iade,Incorrect,Yes
551,e500,"Kalıbı hiç beğenmedim, çok salkım saçak durdu XS hiç beğenmedim",Ill-fitting,No
552,e501,"Ben görseldeki ürünü sipariş ettim ama bana yanlış ürün göndermişler, iade maalesef",Incorrect,Yes
553,e502,"Merhaba ürününüzün etek şort olduğunu bilerek sipariş ettim fakat elime ulaşan ürün şort olarak teslim edildi. Bu durumu açıklayabilir misiniz, ürün resminizi kaldırsanız daha iyi sanki etek yerine şort satıyorum diyebilirsiniz. kesinlikle önermiyorum",Incorrect,Yes
554,e503,etek yerine gelen ürün resmen fiyasko,Incorrect,Yes
555,e504,İç kısımdaki Etiketi kesik geldi muhtemelen iade olan ürün gönderildi keşke böyle bir şey yapmasaydınız umarım ürün tam olur yoksa iade edeceğim bedeni felan belli değil firma gerçekten üzdü ilk kez alışveriş yapmıştım .,Refurbished,Yes
556,e505,Yırtık geldi.,Faulty,Yes
557,e506,Kullanılmış ürün gönderildi. etiketi bile üstünde değil o yüZden iade.,Refurbished,Yes
558,e507,ben 38 sipariş verdim ama 36 geldı!!!!!!! ve çok geç geldı,Ill-fitting,Yes
559,e508,üründe dikiş hatası var sağ ve sol taraf eşit değil ve giydiğimmde yirtmac eşit olmayan az kumaş olan tarafa kayıyor alanlara baktığında böyle bir hata yok malesef iade tekrar alacağım kumaai esnek güzel tam beden alinabilir,Faulty,Yes
560,e509,"hemen iade oluşturdum, bildiğiniz astar göndermişler!",Inferior,No
561,e510,Bu fermuar tam kalça kısımda bir potluk yaratıyor..geniş kalçalar için uygun bir etek,Faulty,Partially
562,e511,Çok dar bir ürün xs gibi,Ill-fitting,No
563,e512,etek istedim çok alakasız pantolon gönderdiler daha sipariş vermem,Incorrect,Yes
564,e513,"eteğin ön boyu çok uzun geldi,arkası uzun gelse anlardım ama önü fotoğrafta attığım şekilde çok uzun geldi, herkesin böyle mi merak ettim doğrusu",Faulty,Yes
565,e514,Böyle bi yanlışlık olmaz cidden 36 beden sipariş vermiştim 42 beden geldi iade ettim saha dikkat etseniz iyi olur,Ill-fitting,Yes
566,e515,Korkunç önü uzun arkası kısa resme 3 parmak kısa,Faulty,Yes
567,e516,Maalesef bana yırtık ve etiketsiz ürün geldi :/ aslında kalıbı vs çok iyi..İade ama yine alıcam bu sefer daha dikkatli olun lütfen,Faulty,Partially
568,e517,Etek hemen tüy ve toz tuttu. Kumaşı kalitesiz duruyor. İade,Inferior,Yes
569,e518,Sökük geldi.Arka kısmındaki lastiğin pot duran bir dikişi var.Etekleri fazla geniş bir kloş aşırı kilolu gösteriyor.Resimdeki gibi dökümlü değil,Faulty,Partially
570,b1,Ürünü 21Aralıkta sipariş ettim ve bugün elime ulaştı bukadar hızlı olmasına inanın çok sevindim bugün teslim alır almaz denedim hepsini ama bu taş rengi kazaktaki yerleşmiş siyah lekeleri anlayamadım. Gerçekten ürünü paketlerken hiç mi kontrol etmiyorsunuz? Bu lekenin kazaktan çıkması mümkün değil çok yazık diyorum ve iade ediyorum.,Faulty,Yes
571,b2,"yumuşak kaliteli yapısı var fakat üzerimde hoş durmadi,ayrıca kol dikişi de sökük geldi ,iade ediyorum",Faulty,Yes
572,b2,m beden giymeme rağmen çok bol oldu,Ill-fitting,No
573,b3,Paketi açtığımda içinde saç çıktı bu saç kesinlikle bana ait değil kullanılmış ürün göndermişler,Refurbished,Yes
574,b4,Ürün dikişi atmış olarak geldi. Bu şekilde giyilmesi mümkün değil. İade edeceğim,Faulty,Partially
575,b5,"Güzel kazak ama defolu geldi maalesef. Bu ikinci alışım, ilki sorunsuz gelmişti. Kazağın sol boyun kısmında bir eğrilik var, kesim hatasından dolayı sanırım. Bir de yine sol yakasında beyaz iplik var.",Faulty,Partially
576,b6,Rengi modeli çok güzel olsa da kalitesi 230 etmez ince ilk yıkamada ipler çıktı içine çektim ama çok üzüldüm bidaha yıkamaya korkuyorum,Inferior,No
577,b7,kalitesi iyi değil tavsiye etmem iade ettim,Disappointing,No
578,b8,Ürün beyaz değil kırık beyaz,Discolored,Partially
579,b8,defolu. ,Faulty,Partially
580,b8,Bu fiyatı asla haketmeyen abartılmış bir ürün. Ayrıca yapısı makineye atınca hemen bozulacak kadar emanet duruyor. Üzülerek iade.,Disappointing,No
581,b9,çok fazla tüyleniyor. ,Inferior,No
582,b9,şık görünüyor ancak uzun ömürlü değil,Disappointing,No
583,b10,Ürün lekeli geldi ve abarttığınız kadar da güzel değil iade,Faulty,Yes
584,b11,Ürünle görsel arasında hiç benzerlik yok çok kötü rengi,Disappointing,No
585,b12,"Kazağın kumaşı güzel fakat kurdeleler çok özensiz şekilde, malesef iade",Faulty,Partially
586,b13,Yanlış renk gönderilmiş,Discolored,Yes
587,b14,omuz kısmında yırtık geldi iade ...Fakat hala inceleniyormuş ...Para iademde dengesizlik var....Brm de onu inceliyorum....,Faulty,Partially
588,b15,Bariz bi defosu var bunu paketleyen kör galiba,Faulty,Partially
589,b16,uzun süredir favorilerimde bekliyordu en sonunda aldim ama çok büyük hayal kırıklığına uğradım. gelen ürünün rengi fotoğraftaki ürünle hiç alakası yok. ,Discolored,No
590,b16,kolları oversize durmuyordu. alt kismida vücuduma yapışıyordu . maalesef iade ettim,Ill-fitting,No
591,b17,"Ürün dikiş hatası var tabiki iade
",Faulty,Yes
592,b18,"Kullanılmış defolu ürün gönderilmiş,",Refurbished,Partially
593,b18,iplikleri çıkmıştı hep ve içinde faturası yoktu. Hiç memnun kalmadım iade edeceğim umarım sorun çıkartılmaz,Faulty,Partially
594,b19,Kalitesini beğenmedim,Disappointing,No
595,b20,"Fotoda maalesef beyaz çıkan kısımlar bildiğiniz pudra pembe ,petrol yeşilini altında hiç hoş durmamış.",Discolored,No
596,b20,"duruşuda biraz kaba,kol boyu kısa geldi iade",Ill-fitting,No
597,b21,ürünüm yanlış geldi fotoğraf istediniz,Incorrect,Partially
598,b22,İlk olarak bir kere giydim ve ilk gün hemen koltuk altı delindi yaka düğmesi koptu,Inferior,Partially
599,b22,boynu kısa olan kişilere yakışmıyor iadeyle uğraşamıycam ama gerçekten beklediğim gibi çıkmadı,Disappointing,No
600,b23,Kollarındaki siyah detaylar yok. Hayal kırıklığına uğrattı beni.,Faulty,Yes
601,b24,ürün çok güzel ama 2 beden falan küçük almak lazım bol kalıp birde paketleme çok kötüydü bu magzadan daha önce de alış veriş yaptım böyle paketleme görmedim,Ill-fitting,No
602,b25,ÜRÜN ELİME 34 Olarak sipariş vermeme rağmen 40 beden olarak gönderildi iade talebinde bulundum ancak tekrar 40 beden olarak adresime kargolandı şu an iadede zorlanıyorum iade kodunun kapandığı söyleniyor cok cok acil bana ulaşılıp bu hatanın telafi edilmesini rica ediyorum,Ill-fitting,Yes
603,b26,"Ürünün modeli ve kumas kalitesi güzel. Fakat sağ ve sol kolundaki büzgü detayı birbirinden farklıydı. Birinin lastiği gevşek, diğerinin sıkı. Bu yüzden iade etmek zorunda kaldım.",Faulty,Yes
604,b27,"ürün kullanılmış geldi. üzerinde mürekkep lekeleri var. destek isteği yaptım, bana kupon gönderdiler. bunu yapacağınıza lütfen ürün yollarken dikkatli davranın. ürünü alıp lekeleyip sonra da gerisin geri yollayan insan da ne yaşıyor bilemiyorum artık.",Refurbished,Yes
605,b28,Çok bol ve kumaşı çok ince,Inferior,No
606,b29,Ürünün yaka kalıbı bozuk be giyince yamuk duruyor . Kumaşı güzel olduğu için 2 puan verdim ama maalesef giymek için tadilat gerekiyor,Faulty,Yes
607,b30,ben 34 beden aldım etiketinde 34 beden yazıyor ama beyaz bir kağıt yapıştırmışlar onda 38 yazıyor çok büyük biraz önem gösterseler bedenlere. 45 kilo 162 boy aşırı büyük oldu 34 aldım ama 38 geldi babamın gömleğini giymişim gibi oldu,Ill-fitting,Yes
608,b31,Normalde ürünlere yorum yazan birisi değilim ama gömleği sadece 1 kere giydim ve sonuç ortada hiçbir şekilde kimseye önermem. Verilen parayı kesinlikle hak etmiyor,Inferior,Partially
609,b32,Giymeden önce 30 derece hızlı programda yıkadım. Bu hale gelmesine çok üzüldüm. Yıkandığı için iade de edilmez. ,Inferior,Yes
610,b33,Kusurlu ürün gönderildi ama kalitesi güzel tekrar sipariş ettim,Faulty,Yes
611,b34,Yorumlarda kimine çok yakışmış ben de duruşunu beğenemedim. Kapıdan sığmayacak gibi geniş durdum. Aşırı kabarık durdu fırfırları bir de kolları aşırı bol. Keşke daha kolları dar olsadı ve fırfırlar öyle kabarık kabarık durmasaydı. malesef iade,Disappointing,No
612,b35,ürünün çoğu yerinde dikiş eksiklikleri var fırfırlı yerlerinde bazı yerler sökük büyük bi hevesle aldım ama hüsranla sonuçlandı ve her yerinde ipler çıkmış,Faulty,Yes
613,b36,Lekeli işlemeli kısımları önü ve kollarında leke mevcut,Faulty,No
614,b37,Gördüğünüz gibi giydikten sonra fark ettim dikişleri kol kısmınsa sökülmüş giymeden önce görseydim iade edecektim,Faulty,Partially
615,b38,Kusurlu hiç beğenmedim,Faulty,Yes
616,b39,Ürünün bir kolu ters dikilmiş. İşlemelerin olması gereken yüzü iç tarafta kalmış. Maalesef iade.,Faulty,Partially
617,b40,taşı yok. poşetinin içine düşmüşse dikerim dedim ama poşetin içinde vs de yok. defolu ürün. iade edicem mecbur,Incomplete,Yes
618,b41,ne kumaşıni ne dikisini hiç beğenmedim çok ucuz duruyo verilen paraya yazik,Disappointing,Partially
619,b42,Ürünün yırtık olduğunu yeni farkettim ve bununla ilgili destek bekliyorum,Faulty,Partially
620,b43,ürün defolu geldi iade edicem malı güzel ancak bedeniniz den büyük bir beden almalısınız salaş durmuyor,Faulty,Yes
621,b44,Ürünün kumaşından mıdır bilmiyorum beyaz çizgilerin olduğu kısım çok kalitesiz duruyor. Yorumlara bakarak almıştım hayal kırıklığı oldu. Iade,Disappointing,No
622,b45,İnanmıyorum.. resmen yırtık ürün göndermişsiniz!,Faulty,Yes
623,b46,Asker yeşili geldi,Discolored,Partially
624,b47,Lastiği çok kötü görünüyor,Inferior,No
625,b48,Çok büyük xl bile 80 kilo olmama rağmen büyük geldi,Ill-fitting,Partially
626,b49,Baskıları o kadar soluk ki hayal kırıklığı oldu. Kumaşı güzel o yüzden iade etmeyeceğim.,Discolored,Partially
627,b50,Ürün güzel fakat kullanılmış ve lekeli geldi iade malesef dikkat edilmesi gerekirdi. Hepimizin vakti kıymetli ancak iade ile de ayrıca uğraşmak zorunda olmamız can sıkıcı,Refurbished,Partially
628,b51,"Rengi ve yumuşaklığı iyi fakat dikisinde ciddi hatalar var o yüzden kol kısmı aşırı rahatsız ediyor, iade etmek ile uğraşmak istemiyorum, en azından bu fiyata evde giyilebilir",Faulty,No
629,b52,Kargo hızlıydı fakat kumaşını ve kollarının duruşunu beğenmedim.,Disappointing,No
630,b52,Kolları çok genişti. Yorumlardan beğenip aldım ama iade maalesef ,Ill-fitting,No
631,b53,O kadar kurtarıcı bir ürün ki direk giyip çıkın çok ta şık ayrıca herseye uyuyor. GÜNCELEME İlk yıkamada saldı ilk halinden eser kalmadı boşuna almayın. Fotolarda mevcut,Inferior,Partially
632,b54,Defolu ürün. İlk ilmek yırtık gibi duruyor. Düğmelerinden iplikler sarkıyor. Yumuşak ama üstümde daha dökümlü durmasını istemiştim. İade.,Faulty,Yes
633,b55,istediğim kazak yerine fermuarlı hırka gönderilmiş malesef,Incorrect,Yes
634,b56,"4. giyişimde tüylenmeye, tiftik tiftik olmaya başlaadı. Açıkçası daha kaliteli olmasını ve uzun süre dayanmasını beklerdim. Hayal kırıklığı yarattı.",Inferior,Yes
635,b57,Ürün güzel görselde ki gibi geldi fakat daha bı kaç defa giymeme rağmen hemen tüylenme yaptı,Inferior,Yes
636,b58,Ürünü severek aldım çok kullanışlı evet ama ilk yıkamadan sonra tülerdi bunu göze alarak alın alacaksanız,Inferior,Yes
637,b59,Xs giyen bi insanim L soyledim daracik oldu inanilmaz gerçekten,Ill-fitting,No
638,b60,Eger mavi renk almak isteseydim maviyi alırdım,Discolored,Yes
639,b61,Çok salaş beğenmedim iade.,Ill-fitting,No
640,b62,istediğim renk ve model alakasız iade,Incorrect,No
641,b63,Kötü almayın sünüyor yıkanınca kaliteszi,Inferior,No
642,b64,Crop değil diyor ama cok kısa resmen,Ill-fitting,No
643,b65,görselle ilgisi yok,Disappointing,Partially
644,b66,ürünun boyu resimde göründüğünden baya kısadır. tayt üstüne giymeye diye aldım. boyum kısa olmasına rağmen resmen belimin anca altına geldi. Yorumlarda gördüklerim de uzun gönderilmiş ama bana kisasasi geldi. Bu yüzden iade ediyorum,Ill-fitting,No
645,b67,5 yıldız vermiştim önce onaylanmadı zaten çok çabuk tüylendi ve inanılmaz sündü,Inferior,No
646,b68,kazak güzel ama lekeli ve farklı iplik olan yerleri vardı,Faulty,No
647,b69,Bambaşka bi kazak göndermişler.,Incorrect,Yes
648,b70,"Ürünün kalitesi harika fakat arkada tam görünen kısımda beyaz iplik eklenmiş ve beyaz ip ile devam edilerek örülmüş bir yer var ve siyahın üstünde çok kötü duruyor bu hata, kontrol ve dikkat edilerek gönderilmeli ürünler, iade ile uğraşmak zorunda değiliz",Faulty,Yes
649,b71,"COK KOTÜ, yakasının dikişleri hatalı ",Faulty,Partially
650,b71,bedeni çok geniş iade,Ill-fitting,No
651,b72,çok büyük ve yakası çok dağınık,Ill-fitting,No
652,b73,Giydiğim ilk gün okulda hem koldan hem yanlardan dikişleri attı. Rengi ve trikosu çok güzel fakat dikişleri çok kötü.,Inferior,Yes
653,b74,ürün kesinlikle görseldeki gibi değil hırka gibi ve çok esnek hiç güzel değil tavsiye sıfır,Disappointing,No
654,b75,Üzerinde çizik gibi ip kaçmış gibi bi iz var iade,Faulty,No
655,b76,cok beğenerek alsım ama defolu geldi,Faulty,Yes
656,b77,düğmeleri yamuk geldi vaktim yok diye iade edemedim,Faulty,Yes
657,b78,Dikim hatasi var begenmedlm iade,Faulty,Partially
658,b79,rengi gorselden açık geldi daha koyu beklemistim haki rengi sonuçta ama su yeşilinin biraz daha koyusu geldi,Discolored,Yes
659,b80,Farklı marka ürün geldi.,Incorrect,No
660,b81,göründüğü gibi değil,Disappointing,No
661,b82,1.65 boy 75 kiloyum XL aldım taytların üzerine giymek için birazdaha bol dursun isterdim ama yine güzel oldu fakat daha yıkamadan ilk giymemde bile hemen tüylendi çokta kaliteli bişi beklemeyin derim,Inferior,Partially
662,b83,"Ürünün yıkandıktan sonraki halini koyuyorum, almayın bence paranıza yazık. Büzük büzük dar bir gömlek haline geldi. Normalde large beden giyerim xl almıştım, bu kadar çekmesiyle zor giyilir.",Inferior,Yes
663,b84,Aslinda cok güzel ama lekeli oldugunu fark ettim,Faulty,Yes
664,b85,Ürün küflü bir şekilde geldi. Her yeri küflü ve çok kötü kokuyor. Yanında aldığım diğer gömleğe de koku sinmiş. Resmen poşeti açmadan küf kokusunu duydum. Hem 12 gün gelmesini bekledim hem de gelen ürünün böyle olması..,Faulty,Yes
665,b86,"kumaşı cok guzel yazlık keten, yalniz ilk yıkamada sonuc bu oldu manşetten dikiş sıyırmış
",Inferior,Yes
666,b87,Gömleği 25 kasımda sipariş verdim 8 aralıkta elime ulaştı. Gömleğin aceleyle dikilmiş gibi bir hali var. Dikişleri yamuk ipleri üstünde kalite kontrol yapılmamış bir ürün hatta 2 ci kalite bir ürün. Yorumlara güvenerek aldım ama hiç güzel değil. 56 kilo M beden salaş oldu.,Faulty,Partially
667,b88,dikişler kumaş çok kötü düğmeler düz sıralamada değil,Faulty,Partially
668,b89,Her yerinden ip temizledim !!Ayrıca bana gelen gömlek bu renk miiii ??????,Discolored,No
669,b90,cep detayının üzerinde dikiş hatası vardı,Faulty,Yes
670,b91,Görseldeki gömlekle hiç alakası yok ketende değil tavsiye etmiyorum,Disappointing,No
671,b92,Renginnee bayıldım tam bordo aşırı güzel kumaşı tam yazlık güncelleme yapıyorum kolunda yırtık varmış yeni fark ettim küçük ama yinede moral bozucu o kadar para verip aldım yırtık olması üzdü,Faulty,No
672,b93,sakın almayın alır almaz yıkadım boyası aktı ütüledim ardından bütün siyah renkler beyaza çıktı. ve bir gün giydim aynı gün içerisinde üzerinde tüylenmeler oldu,Inferior,Partially
673,b94,Model ve deseni güzel ama 1 yıkamadan sonra tülerdi. ,Inferior,Yes
674,b94,Diğer düz renk gömleklere göre kalıbı büyük. Bedeniniz 1 küçüğünü alabilirsiniz.,Ill-fitting,No
675,b95,ürün güzel ama düğmesi eksik şimdi düğmeyi nerden bulacam çöp oldu,Incomplete,Yes
